departure_city,departure_iata,departure_icao,arrival_city,arrival_iata,arrival_icao
Milan Malpensa,MXP,LIMC,Rabat Sale Airport,RBA,GMME
Milan Malpensa,MXP,LIMC,Reykjavik Keflavik,KEF,BIKF
Milan Malpensa,MXP,LIMC,Rhodes,RHO,LGRP
Milan Malpensa,MXP,LIMC,Rovaniemi,RVN,EFRO
Milan Malpensa,MXP,LIMC,Sal - Cape Verde,SID,GVAC
Milan Malpensa,MXP,LIMC,Santorini,JTR,LGSR
Milan Malpensa,MXP,LIMC,Sardinia Cagliari,CAG,LIEE
Milan Malpensa,MXP,LIMC,Sardinia Olbia,OLB,LIEO
Milan Malpensa,MXP,LIMC,Seville,SVQ,LEZL
Milan Malpensa,MXP,LIMC,Sharm El Sheikh,SSH,HESH
Milan Malpensa,MXP,LIMC,Sicily Catania,CTA,LICC
Milan Malpensa,MXP,LIMC,Sicily Lampedusa,LMP,LICD
Milan Malpensa,MXP,LIMC,Sicily Palermo,PMO,LICJ
Milan Malpensa,MXP,LIMC,Skiathos,JSI,LGSK
Milan Malpensa,MXP,LIMC,Strasbourg,SXB,LFST
Milan Malpensa,MXP,LIMC,Tbilisi,TBS,UGTB
Milan Malpensa,MXP,LIMC,Tenerife South,TFS,GCTS
Milan Malpensa,MXP,LIMC,Thessaloniki,SKG,LGTS
Milan Malpensa,MXP,LIMC,Toulouse,TLS,LFBO
Milan Malpensa,MXP,LIMC,Tromsø,TOS,ENTC
Milan Malpensa,MXP,LIMC,Zante Zakynthos,ZTH,LGZA
Naples,NAP,LIRN,Alicante,ALC,LEAL
Naples,NAP,LIRN,Amsterdam,AMS,EHAM
Naples,NAP,LIRN,Athens,ATH,LGAV
Naples,NAP,LIRN,Barcelona,BCN,LEBL
Naples,NAP,LIRN,Basel,BSL,LFSB
Naples,NAP,LIRN,Berlin Brandenburg,BER,EDDB
Naples,NAP,LIRN,Bordeaux,BOD,LFBD
Naples,NAP,LIRN,Bristol,BRS,EGGD
Naples,NAP,LIRN,Cairo Sphinx,SPX,HESX
Naples,NAP,LIRN,Corfu,CFU,LGKR
Naples,NAP,LIRN,Crete Heraklion,HER,LGIR
Naples,NAP,LIRN,Dubrovnik,DBV,LDDU
Naples,NAP,LIRN,Edinburgh,EDI,EGPH
Naples,NAP,LIRN,Fuerteventura,FUE,GCFV
Naples,NAP,LIRN,Geneva,GVA,LSGG
Naples,NAP,LIRN,Gran Canaria,LPA,GCLP
Naples,NAP,LIRN,Hurghada,HRG,HEGN
Naples,NAP,LIRN,Ibiza,IBZ,LEIB
Naples,NAP,LIRN,Kefalonia,EFL,LGKF
Naples,NAP,LIRN,Kos,KGS,LGKO
Naples,NAP,LIRN,Liverpool,LPL,EGGP
Naples,NAP,LIRN,London Gatwick,LGW,EGKK
Naples,NAP,LIRN,London Luton,LTN,EGGW
Naples,NAP,LIRN,Luxembourg,LUX,ELLX
Naples,NAP,LIRN,Lyon,LYS,LFLL
Naples,NAP,LIRN,Majorca Palma,PMI,LEPA
Naples,NAP,LIRN,Malta,MLA,LMML
Naples,NAP,LIRN,Manchester,MAN,EGCC
Naples,NAP,LIRN,Marrakech,RAK,GMMX
Naples,NAP,LIRN,Marsa Alam,RMF,HEMA
Naples,NAP,LIRN,Menorca Mahon,MAH,LEMH
Naples,NAP,LIRN,Milan Malpensa,MXP,LIMC
Naples,NAP,LIRN,Munich,MUC,EDDM
Naples,NAP,LIRN,Mykonos,JMK,LGMK
Naples,NAP,LIRN,Nantes,NTE,LFRS
Naples,NAP,LIRN,Nice,NCE,LFMN
Naples,NAP,LIRN,Paris Orly,ORY,LFPO
Naples,NAP,LIRN,Porto,OPO,LPPR
Naples,NAP,LIRN,Prague,PRG,LKPR
Naples,NAP,LIRN,Preveza,PVK,LGPZ
Naples,NAP,LIRN,Rhodes,RHO,LGRP
Naples,NAP,LIRN,Santorini,JTR,LGSR
Naples,NAP,LIRN,Sardinia Cagliari,CAG,LIEE
Naples,NAP,LIRN,Sardinia Olbia,OLB,LIEO
Naples,NAP,LIRN,Sharm El Sheikh,SSH,HESH
Naples,NAP,LIRN,Sicily Catania,CTA,LICC
Naples,NAP,LIRN,Sicily Lampedusa,LMP,LICD
Naples,NAP,LIRN,Sicily Palermo,PMO,LICJ
Naples,NAP,LIRN,Skiathos,JSI,LGSK
Naples,NAP,LIRN,Split,SPU,LDSP
Naples,NAP,LIRN,Strasbourg,SXB,LFST
Naples,NAP,LIRN,Zante Zakynthos,ZTH,LGZA
Naples,NAP,LIRN,Zurich,ZRH,LSZH
Pisa (Tuscany),PSA,LIRP,Berlin Brandenburg,BER,EDDB
Pisa (Tuscany),PSA,LIRP,Bristol,BRS,EGGD
Pisa (Tuscany),PSA,LIRP,Glasgow,GLA,EGPF
Pisa (Tuscany),PSA,LIRP,London Gatwick,LGW,EGKK
Pisa (Tuscany),PSA,LIRP,London Luton,LTN,EGGW
Pisa (Tuscany),PSA,LIRP,London Southend,SEN,EGMC
Pisa (Tuscany),PSA,LIRP,Manchester,MAN,EGCC
Pisa (Tuscany),PSA,LIRP,Paris Orly,ORY,LFPO
Rimini,RMI,LIPR,Basel,BSL,LFSB
Rimini,RMI,LIPR,London Gatwick,LGW,EGKK
Rome Fiumicino,FCO,LIRF,Basel,BSL,LFSB
Rome Fiumicino,FCO,LIRF,Belfast Intl,BFS,EGAA
Rome Fiumicino,FCO,LIRF,Berlin Brandenburg,BER,EDDB
Rome Fiumicino,FCO,LIRF,Birmingham,BHX,EGBB
Rome Fiumicino,FCO,LIRF,Bordeaux,BOD,LFBD
Rome Fiumicino,FCO,LIRF,Bristol,BRS,EGGD
Rome Fiumicino,FCO,LIRF,Brussels Intl,BRU,EBBR
Rome Fiumicino,FCO,LIRF,Frankfurt International,FRA,EDDF
Rome Fiumicino,FCO,LIRF,Geneva,GVA,LSGG
Rome Fiumicino,FCO,LIRF,Glasgow,GLA,EGPF
Rome Fiumicino,FCO,LIRF,Hamburg,HAM,EDDH
Rome Fiumicino,FCO,LIRF,London Gatwick,LGW,EGKK
Rome Fiumicino,FCO,LIRF,Lyon,LYS,LFLL
Rome Fiumicino,FCO,LIRF,Manchester,MAN,EGCC
Rome Fiumicino,FCO,LIRF,Munich,MUC,EDDM
Rome Fiumicino,FCO,LIRF,Nantes,NTE,LFRS
Rome Fiumicino,FCO,LIRF,Newcastle,NCL,EGNT
Rome Fiumicino,FCO,LIRF,Nice,NCE,LFMN
Rome Fiumicino,FCO,LIRF,Paris Orly,ORY,LFPO
Rome Fiumicino,FCO,LIRF,Strasbourg,SXB,LFST
Rome Fiumicino,FCO,LIRF,Zurich,ZRH,LSZH
Sardinia Cagliari,CAG,LIEE,Basel,BSL,LFSB
Sardinia Cagliari,CAG,LIEE,Bordeaux,BOD,LFBD
Sardinia Cagliari,CAG,LIEE,Geneva,GVA,LSGG
Sardinia Cagliari,CAG,LIEE,Lyon,LYS,LFLL
Sardinia Cagliari,CAG,LIEE,Milan Malpensa,MXP,LIMC
Sardinia Cagliari,CAG,LIEE,Naples,NAP,LIRN
Sardinia Cagliari,CAG,LIEE,Nice,NCE,LFMN
Sardinia Cagliari,CAG,LIEE,Paris Orly,ORY,LFPO
Sardinia Olbia,OLB,LIEO,Amsterdam,AMS,EHAM
Sardinia Olbia,OLB,LIEO,Basel,BSL,LFSB
Sardinia Olbia,OLB,LIEO,Berlin Brandenburg,BER,EDDB
Sardinia Olbia,OLB,LIEO,Bordeaux,BOD,LFBD
Sardinia Olbia,OLB,LIEO,Bristol,BRS,EGGD
Sardinia Olbia,OLB,LIEO,Edinburgh,EDI,EGPH
Sardinia Olbia,OLB,LIEO,Geneva,GVA,LSGG
Sardinia Olbia,OLB,LIEO,London Gatwick,LGW,EGKK
Sardinia Olbia,OLB,LIEO,London Luton,LTN,EGGW
Sardinia Olbia,OLB,LIEO,Lyon,LYS,LFLL
Sardinia Olbia,OLB,LIEO,Milan Malpensa,MXP,LIMC
Sardinia Olbia,OLB,LIEO,Nantes,NTE,LFRS
Sardinia Olbia,OLB,LIEO,Naples,NAP,LIRN
Sardinia Olbia,OLB,LIEO,Nice,NCE,LFMN
Sardinia Olbia,OLB,LIEO,Paris Orly,ORY,LFPO
Sardinia Olbia,OLB,LIEO,Zurich,ZRH,LSZH
Sicily Catania,CTA,LICC,Basel,BSL,LFSB
Sicily Catania,CTA,LICC,Berlin Brandenburg,BER,EDDB
Sicily Catania,CTA,LICC,Bristol,BRS,EGGD
Sicily Catania,CTA,LICC,Edinburgh,EDI,EGPH
Sicily Catania,CTA,LICC,Geneva,GVA,LSGG
Sicily Catania,CTA,LICC,London Gatwick,LGW,EGKK
Sicily Catania,CTA,LICC,London Luton,LTN,EGGW
Sicily Catania,CTA,LICC,Lyon,LYS,LFLL
Sicily Catania,CTA,LICC,Manchester,MAN,EGCC
Sicily Catania,CTA,LICC,Milan Malpensa,MXP,LIMC
Sicily Catania,CTA,LICC,Nantes,NTE,LFRS
Sicily Catania,CTA,LICC,Naples,NAP,LIRN
Sicily Catania,CTA,LICC,Paris Orly,ORY,LFPO
Sicily Lampedusa,LMP,LICD,Milan Malpensa,MXP,LIMC
Sicily Lampedusa,LMP,LICD,Naples,NAP,LIRN
Sicily Palermo,PMO,LICJ,Amsterdam,AMS,EHAM
Sicily Palermo,PMO,LICJ,Basel,BSL,LFSB
Sicily Palermo,PMO,LICJ,Bordeaux,BOD,LFBD
Sicily Palermo,PMO,LICJ,Bristol,BRS,EGGD
Sicily Palermo,PMO,LICJ,Geneva,GVA,LSGG
Sicily Palermo,PMO,LICJ,Lisbon,LIS,LPPT
Sicily Palermo,PMO,LICJ,London Gatwick,LGW,EGKK
Sicily Palermo,PMO,LICJ,London Luton,LTN,EGGW
Sicily Palermo,PMO,LICJ,Lyon,LYS,LFLL
Sicily Palermo,PMO,LICJ,Majorca Palma,PMI,LEPA
Sicily Palermo,PMO,LICJ,Milan Malpensa,MXP,LIMC
Sicily Palermo,PMO,LICJ,Naples,NAP,LIRN
Sicily Palermo,PMO,LICJ,Nice,NCE,LFMN
Sicily Palermo,PMO,LICJ,Paris Orly,ORY,LFPO
Sicily Palermo,PMO,LICJ,Porto,OPO,LPPR
Turin,TRN,LIMF,Bristol,BRS,EGGD
Turin,TRN,LIMF,London Gatwick,LGW,EGKK
Turin,TRN,LIMF,London Luton,LTN,EGGW
Turin,TRN,LIMF,Manchester,MAN,EGCC
Venice Marco Polo,VCE,LIPZ,Amsterdam,AMS,EHAM
Venice Marco Polo,VCE,LIPZ,Basel,BSL,LFSB
Venice Marco Polo,VCE,LIPZ,Berlin Brandenburg,BER,EDDB
Venice Marco Polo,VCE,LIPZ,Bristol,BRS,EGGD
Venice Marco Polo,VCE,LIPZ,Edinburgh,EDI,EGPH
Venice Marco Polo,VCE,LIPZ,Geneva,GVA,LSGG
Venice Marco Polo,VCE,LIPZ,London Gatwick,LGW,EGKK
Venice Marco Polo,VCE,LIPZ,Lyon,LYS,LFLL
Venice Marco Polo,VCE,LIPZ,Manchester,MAN,EGCC
Venice Marco Polo,VCE,LIPZ,Nice,NCE,LFMN
Venice Marco Polo,VCE,LIPZ,Paris Charles de Gaulle,CDG,LFPG
Venice Marco Polo,VCE,LIPZ,Paris Orly,ORY,LFPO
Verona,VRN,LIPX,Bristol,BRS,EGGD
Verona,VRN,LIPX,London Gatwick,LGW,EGKK
Verona,VRN,LIPX,Manchester,MAN,EGCC
Pristina,PRN,BKPR,Basel,BSL,LFSB
Pristina,PRN,BKPR,Berlin Brandenburg,BER,EDDB
Pristina,PRN,BKPR,Geneva,GVA,LSGG
Pristina,PRN,BKPR,Lyon,LYS,LFLL
Pristina,PRN,BKPR,Zurich,ZRH,LSZH
Luxembourg,LUX,ELLX,Lisbon,LIS,LPPT
Luxembourg,LUX,ELLX,Milan Linate,LIN,LIML
Luxembourg,LUX,ELLX,Naples,NAP,LIRN
Luxembourg,LUX,ELLX,Porto,OPO,LPPR
Malta,MLA,LMML,Amsterdam,AMS,EHAM
Malta,MLA,LMML,Basel,BSL,LFSB
Malta,MLA,LMML,Birmingham,BHX,EGBB
Malta,MLA,LMML,Bristol,BRS,EGGD
Malta,MLA,LMML,Geneva,GVA,LSGG
Malta,MLA,LMML,Glasgow,GLA,EGPF
Malta,MLA,LMML,Liverpool,LPL,EGGP
Malta,MLA,LMML,London Gatwick,LGW,EGKK
Malta,MLA,LMML,London Southend,SEN,EGMC
Malta,MLA,LMML,Manchester,MAN,EGCC
Malta,MLA,LMML,Milan Malpensa,MXP,LIMC
Malta,MLA,LMML,Naples,NAP,LIRN
Malta,MLA,LMML,Newcastle,NCL,EGNT
Malta,MLA,LMML,Nice,NCE,LFMN
Tivat,TIV,LYTV,Berlin Brandenburg,BER,EDDB
Tivat,TIV,LYTV,Bristol,BRS,EGGD
Tivat,TIV,LYTV,Geneva,GVA,LSGG
Tivat,TIV,LYTV,London Gatwick,LGW,EGKK
Tivat,TIV,LYTV,London Luton,LTN,EGGW
Tivat,TIV,LYTV,Manchester,MAN,EGCC
Agadir,AGA,GMAD,Basel,BSL,LFSB
Agadir,AGA,GMAD,Berlin Brandenburg,BER,EDDB
Agadir,AGA,GMAD,Birmingham,BHX,EGBB
Agadir,AGA,GMAD,Bordeaux,BOD,LFBD
Agadir,AGA,GMAD,Bristol,BRS,EGGD
Agadir,AGA,GMAD,Edinburgh,EDI,EGPH
Agadir,AGA,GMAD,Geneva,GVA,LSGG
Agadir,AGA,GMAD,Glasgow,GLA,EGPF
Agadir,AGA,GMAD,London Gatwick,LGW,EGKK
Agadir,AGA,GMAD,London Luton,LTN,EGGW
Agadir,AGA,GMAD,Lyon,LYS,LFLL
Agadir,AGA,GMAD,Manchester,MAN,EGCC
Agadir,AGA,GMAD,Nice,NCE,LFMN
Agadir,AGA,GMAD,Paris Charles de Gaulle,CDG,LFPG
Essaouira,ESU,GMMI,Bordeaux,BOD,LFBD
Essaouira,ESU,GMMI,Lyon,LYS,LFLL
Essaouira,ESU,GMMI,Nantes,NTE,LFRS
Marrakech,RAK,GMMX,Amsterdam,AMS,EHAM
Marrakech,RAK,GMMX,Basel,BSL,LFSB
Marrakech,RAK,GMMX,Belfast Intl,BFS,EGAA
Marrakech,RAK,GMMX,Birmingham,BHX,EGBB
Marrakech,RAK,GMMX,Bordeaux,BOD,LFBD
Marrakech,RAK,GMMX,Bristol,BRS,EGGD
Marrakech,RAK,GMMX,Edinburgh,EDI,EGPH
Marrakech,RAK,GMMX,Geneva,GVA,LSGG
Marrakech,RAK,GMMX,Glasgow,GLA,EGPF
Marrakech,RAK,GMMX,Hamburg,HAM,EDDH
Marrakech,RAK,GMMX,Lille,LIL,LFQQ
Marrakech,RAK,GMMX,Lisbon,LIS,LPPT
Marrakech,RAK,GMMX,Liverpool,LPL,EGGP
Marrakech,RAK,GMMX,London Gatwick,LGW,EGKK
Marrakech,RAK,GMMX,London Luton,LTN,EGGW
Marrakech,RAK,GMMX,London Southend,SEN,EGMC
Marrakech,RAK,GMMX,Lyon,LYS,LFLL
Marrakech,RAK,GMMX,Malaga,AGP,LEMG
Marrakech,RAK,GMMX,Manchester,MAN,EGCC
Marrakech,RAK,GMMX,Milan Malpensa,MXP,LIMC
Marrakech,RAK,GMMX,Nantes,NTE,LFRS
Marrakech,RAK,GMMX,Naples,NAP,LIRN
Marrakech,RAK,GMMX,Newcastle,NCL,EGNT
Marrakech,RAK,GMMX,Nice,NCE,LFMN
Marrakech,RAK,GMMX,Paris Charles de Gaulle,CDG,LFPG
Marrakech,RAK,GMMX,Prague,PRG,LKPR
Marrakech,RAK,GMMX,Strasbourg,SXB,LFST
Marrakech,RAK,GMMX,Toulouse,TLS,LFBO
Marrakech,RAK,GMMX,Zurich,ZRH,LSZH
Rabat Sale Airport,RBA,GMME,Bordeaux,BOD,LFBD
Rabat Sale Airport,RBA,GMME,Geneva,GVA,LSGG
Rabat Sale Airport,RBA,GMME,London Luton,LTN,EGGW
Rabat Sale Airport,RBA,GMME,Lyon,LYS,LFLL
Rabat Sale Airport,RBA,GMME,Milan Malpensa,MXP,LIMC
Rabat Sale Airport,RBA,GMME,Nantes,NTE,LFRS
Rabat Sale Airport,RBA,GMME,Nice,NCE,LFMN
Tangier,TNG,GMTT,Basel,BSL,LFSB
Tangier,TNG,GMTT,Geneva,GVA,LSGG
Tangier,TNG,GMTT,Lyon,LYS,LFLL
Amsterdam,AMS,EHAM,Alicante,ALC,LEAL
Amsterdam,AMS,EHAM,Belfast Intl,BFS,EGAA
Amsterdam,AMS,EHAM,Birmingham,BHX,EGBB
Amsterdam,AMS,EHAM,Bristol,BRS,EGGD
Amsterdam,AMS,EHAM,Copenhagen,CPH,EKCH
Amsterdam,AMS,EHAM,Corfu,CFU,LGKR
Amsterdam,AMS,EHAM,Crete Chania,CHQ,LGSA
Amsterdam,AMS,EHAM,Cyprus Larnaca,LCA,LCLK
Amsterdam,AMS,EHAM,Edinburgh,EDI,EGPH
Amsterdam,AMS,EHAM,Faro,FAO,LPFR
Amsterdam,AMS,EHAM,Fuerteventura,FUE,GCFV
Amsterdam,AMS,EHAM,Geneva,GVA,LSGG
Amsterdam,AMS,EHAM,Glasgow,GLA,EGPF
Amsterdam,AMS,EHAM,Hurghada,HRG,HEGN
Amsterdam,AMS,EHAM,Ibiza,IBZ,LEIB
Amsterdam,AMS,EHAM,Lanzarote,ACE,GCRR
Amsterdam,AMS,EHAM,Liverpool,LPL,EGGP
Amsterdam,AMS,EHAM,London Gatwick,LGW,EGKK
Amsterdam,AMS,EHAM,London Luton,LTN,EGGW
Amsterdam,AMS,EHAM,London Southend,SEN,EGMC
Amsterdam,AMS,EHAM,London Stansted,STN,EGSS
Amsterdam,AMS,EHAM,Madeira Funchal,FNC,LPMA
Amsterdam,AMS,EHAM,Majorca Palma,PMI,LEPA
Amsterdam,AMS,EHAM,Malaga,AGP,LEMG
Amsterdam,AMS,EHAM,Malta,MLA,LMML
Amsterdam,AMS,EHAM,Manchester,MAN,EGCC
Amsterdam,AMS,EHAM,Marrakech,RAK,GMMX
Amsterdam,AMS,EHAM,Milan Linate,LIN,LIML
Amsterdam,AMS,EHAM,Milan Malpensa,MXP,LIMC
Amsterdam,AMS,EHAM,Naples,NAP,LIRN
Amsterdam,AMS,EHAM,Newcastle,NCL,EGNT
Amsterdam,AMS,EHAM,Nice,NCE,LFMN
Amsterdam,AMS,EHAM,Prague,PRG,LKPR
Amsterdam,AMS,EHAM,Pula,PUY,LDPL
Amsterdam,AMS,EHAM,Rhodes,RHO,LGRP
Amsterdam,AMS,EHAM,Sal - Cape Verde,SID,GVAC
Amsterdam,AMS,EHAM,Sardinia Olbia,OLB,LIEO
Amsterdam,AMS,EHAM,Seville,SVQ,LEZL
Amsterdam,AMS,EHAM,Sharm El Sheikh,SSH,HESH
Amsterdam,AMS,EHAM,Sicily Palermo,PMO,LICJ
Amsterdam,AMS,EHAM,Split,SPU,LDSP
Amsterdam,AMS,EHAM,Tenerife South,TFS,GCTS
Amsterdam,AMS,EHAM,Thessaloniki,SKG,LGTS
Amsterdam,AMS,EHAM,Tromsø,TOS,ENTC
Amsterdam,AMS,EHAM,Valencia,VLC,LEVC
Amsterdam,AMS,EHAM,Venice Marco Polo,VCE,LIPZ
Skopje,SKP,LWSK,Geneva,GVA,LSGG
Skopje,SKP,LWSK,Paris Orly,ORY,LFPO
Evenes-Lofoten,EVE,ENEV,Milan Malpensa,MXP,LIMC
Oslo,OSL,ENGM,Manchester,MAN,EGCC
Tromsø,TOS,ENTC,Amsterdam,AMS,EHAM
Tromsø,TOS,ENTC,Berlin Brandenburg,BER,EDDB
Tromsø,TOS,ENTC,Bristol,BRS,EGGD
Tromsø,TOS,ENTC,Edinburgh,EDI,EGPH
Tromsø,TOS,ENTC,London Gatwick,LGW,EGKK
Tromsø,TOS,ENTC,Manchester,MAN,EGCC
Tromsø,TOS,ENTC,Milan Malpensa,MXP,LIMC
Tromsø,TOS,ENTC,Paris Charles de Gaulle,CDG,LFPG
Krakow,KRK,EPKK,Basel,BSL,LFSB
Krakow,KRK,EPKK,Belfast Intl,BFS,EGAA
Krakow,KRK,EPKK,Birmingham,BHX,EGBB
Krakow,KRK,EPKK,Bristol,BRS,EGGD
Krakow,KRK,EPKK,Edinburgh,EDI,EGPH
Krakow,KRK,EPKK,Geneva,GVA,LSGG
Krakow,KRK,EPKK,Glasgow,GLA,EGPF
Krakow,KRK,EPKK,Liverpool,LPL,EGGP
Krakow,KRK,EPKK,London Gatwick,LGW,EGKK
Krakow,KRK,EPKK,Manchester,MAN,EGCC
Krakow,KRK,EPKK,Newcastle,NCL,EGNT
Krakow,KRK,EPKK,Paris Charles de Gaulle,CDG,LFPG
Faro,FAO,LPFR,Amsterdam,AMS,EHAM
Faro,FAO,LPFR,Basel,BSL,LFSB
Faro,FAO,LPFR,Belfast Intl,BFS,EGAA
Faro,FAO,LPFR,Birmingham,BHX,EGBB
Faro,FAO,LPFR,Bordeaux,BOD,LFBD
Faro,FAO,LPFR,Bristol,BRS,EGGD
Faro,FAO,LPFR,Geneva,GVA,LSGG
Faro,FAO,LPFR,Glasgow,GLA,EGPF
Faro,FAO,LPFR,Liverpool,LPL,EGGP
Faro,FAO,LPFR,London Gatwick,LGW,EGKK
Faro,FAO,LPFR,London Luton,LTN,EGGW
Faro,FAO,LPFR,London Southend,SEN,EGMC
Faro,FAO,LPFR,Lyon,LYS,LFLL
Faro,FAO,LPFR,Manchester,MAN,EGCC
Faro,FAO,LPFR,Nantes,NTE,LFRS
Faro,FAO,LPFR,Newcastle,NCL,EGNT
Faro,FAO,LPFR,Paris Orly,ORY,LFPO
Faro,FAO,LPFR,Southampton,SOU,EGHI
Lisbon,LIS,LPPT,Barcelona,BCN,LEBL
Lisbon,LIS,LPPT,Basel,BSL,LFSB
Lisbon,LIS,LPPT,Birmingham,BHX,EGBB
Lisbon,LIS,LPPT,Boa Vista,BVC,GVBA
Lisbon,LIS,LPPT,Bordeaux,BOD,LFBD
Lisbon,LIS,LPPT,Bristol,BRS,EGGD
Lisbon,LIS,LPPT,Edinburgh,EDI,EGPH
Lisbon,LIS,LPPT,Geneva,GVA,LSGG
Lisbon,LIS,LPPT,Glasgow,GLA,EGPF
Lisbon,LIS,LPPT,Liverpool,LPL,EGGP
Lisbon,LIS,LPPT,London Gatwick,LGW,EGKK
Lisbon,LIS,LPPT,London Luton,LTN,EGGW
Lisbon,LIS,LPPT,Luxembourg,LUX,ELLX
Lisbon,LIS,LPPT,Lyon,LYS,LFLL
Lisbon,LIS,LPPT,Madeira Funchal,FNC,LPMA
Lisbon,LIS,LPPT,Madrid,MAD,LEMD
Lisbon,LIS,LPPT,Majorca Palma,PMI,LEPA
Lisbon,LIS,LPPT,Manchester,MAN,EGCC
Lisbon,LIS,LPPT,Marrakech,RAK,GMMX
Lisbon,LIS,LPPT,Menorca Mahon,MAH,LEMH
Lisbon,LIS,LPPT,Milan Linate,LIN,LIML
Lisbon,LIS,LPPT,Milan Malpensa,MXP,LIMC
Lisbon,LIS,LPPT,Nantes,NTE,LFRS
Lisbon,LIS,LPPT,Newcastle,NCL,EGNT
Lisbon,LIS,LPPT,Nice,NCE,LFMN
Lisbon,LIS,LPPT,Porto Santo,PXO,LPPS
Lisbon,LIS,LPPT,Prague,PRG,LKPR
Lisbon,LIS,LPPT,Praia,RAI,GVNP
Lisbon,LIS,LPPT,Sal - Cape Verde,SID,GVAC
Lisbon,LIS,LPPT,Sao Vicente,VXE,GVSV
Lisbon,LIS,LPPT,Sicily Palermo,PMO,LICJ
Lisbon,LIS,LPPT,Tirana,TIA,LATI
Lisbon,LIS,LPPT,Zurich,ZRH,LSZH
Madeira Funchal,FNC,LPMA,Amsterdam,AMS,EHAM
Madeira Funchal,FNC,LPMA,Basel,BSL,LFSB
Madeira Funchal,FNC,LPMA,Berlin Brandenburg,BER,EDDB
Madeira Funchal,FNC,LPMA,Bordeaux,BOD,LFBD
Madeira Funchal,FNC,LPMA,Bristol,BRS,EGGD
Madeira Funchal,FNC,LPMA,Geneva,GVA,LSGG
Madeira Funchal,FNC,LPMA,Lisbon,LIS,LPPT
Madeira Funchal,FNC,LPMA,London Gatwick,LGW,EGKK
Madeira Funchal,FNC,LPMA,London Luton,LTN,EGGW
Madeira Funchal,FNC,LPMA,Lyon,LYS,LFLL
Madeira Funchal,FNC,LPMA,Manchester,MAN,EGCC
Madeira Funchal,FNC,LPMA,Nantes,NTE,LFRS
Madeira Funchal,FNC,LPMA,Nice,NCE,LFMN
Madeira Funchal,FNC,LPMA,Paris Charles de Gaulle,CDG,LFPG
Madeira Funchal,FNC,LPMA,Porto,OPO,LPPR
Porto,OPO,LPPR,Basel,BSL,LFSB
Porto,OPO,LPPR,Berlin Brandenburg,BER,EDDB
Porto,OPO,LPPR,Boa Vista,BVC,GVBA
Porto,OPO,LPPR,Bordeaux,BOD,LFBD
Porto,OPO,LPPR,Bristol,BRS,EGGD
Porto,OPO,LPPR,Geneva,GVA,LSGG
Porto,OPO,LPPR,Glasgow,GLA,EGPF
Porto,OPO,LPPR,Ibiza,IBZ,LEIB
Porto,OPO,LPPR,London Gatwick,LGW,EGKK
Porto,OPO,LPPR,London Luton,LTN,EGGW
Porto,OPO,LPPR,Luxembourg,LUX,ELLX
Porto,OPO,LPPR,Lyon,LYS,LFLL
Porto,OPO,LPPR,Madeira Funchal,FNC,LPMA
Porto,OPO,LPPR,Majorca Palma,PMI,LEPA
Porto,OPO,LPPR,Manchester,MAN,EGCC
Porto,OPO,LPPR,Menorca Mahon,MAH,LEMH
Porto,OPO,LPPR,Milan Linate,LIN,LIML
Porto,OPO,LPPR,Milan Malpensa,MXP,LIMC
Porto,OPO,LPPR,Nantes,NTE,LFRS
Porto,OPO,LPPR,Naples,NAP,LIRN
Porto,OPO,LPPR,Nice,NCE,LFMN
Porto,OPO,LPPR,Paris Orly,ORY,LFPO
Porto,OPO,LPPR,Porto Santo,PXO,LPPS
Porto,OPO,LPPR,Prague,PRG,LKPR
Porto,OPO,LPPR,Praia,RAI,GVNP
Porto,OPO,LPPR,Sal - Cape Verde,SID,GVAC
Porto,OPO,LPPR,Sao Vicente,VXE,GVSV
Porto,OPO,LPPR,Sicily Palermo,PMO,LICJ
Porto,OPO,LPPR,Split,SPU,LDSP
Porto,OPO,LPPR,Zurich,ZRH,LSZH
Porto Santo,PXO,LPPS,Lisbon,LIS,LPPT
Porto Santo,PXO,LPPS,Porto,OPO,LPPR
Belgrade,BEG,LYBE,Geneva,GVA,LSGG
Belgrade,BEG,LYBE,Paris Charles de Gaulle,CDG,LFPG
Ljubljana,LJU,LJLJ,Edinburgh,EDI,EGPH
Ljubljana,LJU,LJLJ,London Gatwick,LGW,EGKK
Ljubljana,LJU,LJLJ,London Luton,LTN,EGGW
Ljubljana,LJU,LJLJ,Manchester,MAN,EGCC
Alicante,ALC,LEAL,Amsterdam,AMS,EHAM
Alicante,ALC,LEAL,Athens,ATH,LGAV
Alicante,ALC,LEAL,Basel,BSL,LFSB
Alicante,ALC,LEAL,Belfast Intl,BFS,EGAA
Alicante,ALC,LEAL,Birmingham,BHX,EGBB
Alicante,ALC,LEAL,Bristol,BRS,EGGD
Alicante,ALC,LEAL,Edinburgh,EDI,EGPH
Alicante,ALC,LEAL,Geneva,GVA,LSGG
Alicante,ALC,LEAL,Glasgow,GLA,EGPF
Alicante,ALC,LEAL,Lille,LIL,LFQQ
Alicante,ALC,LEAL,Liverpool,LPL,EGGP
Alicante,ALC,LEAL,London Gatwick,LGW,EGKK
Alicante,ALC,LEAL,London Luton,LTN,EGGW
Alicante,ALC,LEAL,London Southend,SEN,EGMC
Alicante,ALC,LEAL,Lyon,LYS,LFLL
Alicante,ALC,LEAL,Manchester,MAN,EGCC
